text,label,0.0,0.0

 what's your favorite song? :D,False,0.75,1.0

 I like too many songs to have a favorite,False,0.5,0.75

 <3,False,1.0,1.0

 </3 ? haha jk! <33,False,0.25,0.3

" ""hey angel  you duh sexy""",False,0.1,0.8

 Really?!?! Thanks?! haha,False,0.225,0.25

 (:,False,0.0,0.0

 ;(,False,0.0,0.0

 ******************MEOWWW*************************,False,0.0,0.0

 *RAWR*?,False,0.0,0.0

 any makeup tips? i suck at doing my makeup lol,False,0.8,0.7

 Sure! Like tell me wht u wnna know?! Like wht do you use?!,False,0.9765625,0.8888888888888888

 Apriiiiiiiiiiiill!!! I miss uuuu! It's Emma btw haha,False,0.2,0.3

 EMMA hahahahah :D I MISSSSSeddd YUHHHHh 222222 <33333,False,1.0,1.0

 Are you a morning or night person?,False,0.0,0.0

 Night 4shuree!!,False,0.0,0.0

 are you a trusting person?,False,0.0,0.0

 alreadi answrd,False,0.0,0.0

 are you a trusting person?,False,0.0,0.0

 Yes veryy trustin person!!! May i help yuh:!,False,0.0,0.0

 Are you and @TruAce best friends?,False,1.0,0.3

 Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,False,0.6666666666666666,0.6666666666666666

 Are you more of a talker or more of a listener?,False,0.5,0.5

 Listener definitely chuz i get cut off alot so i just listen or ignore pplz!,False,0.0,0.5

 Are yuh single and ready 2 mingle?!,False,0.08928571428571429,0.35714285714285715

 Hahaha Yup! Bhut not lookin 4 a man rite atm chuz dey 2much drama!,False,0.3125,0.4

 ask me something!!!,False,0.0,0.0

 :),False,0.5,1.0

 BAHAHAhAHA....took you longer enough;p......GEES GIRL hahah...no its totally okay:) i just wanted to play guess who i am hahaha..i fuckinggg love you too;) <3,False,0.55,0.82

 Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha,False,0.20937499999999998,0.4333333333333333

 bahahahahhaha ;p,False,0.0,0.0

 lmaoo!!!!,False,0.0,0.0

 Bitch u thee bomb like Tick TICK!,True,0.0,0.0

 Hahah(: Thanks!,False,0.25,0.2

 can you please sing a cover of any justin bieber song? :D,False,1.0,1.0

" Hahaha... I dont sing!! LOL! so srry! Im horrible. btw I dedicate ""SMILE"" 2 yuh! Its playing!!",False,0.224609375,0.55

 Cats or Dogs?,False,0.0,0.0

 Dogs! Im allergic 2 cats=,False,0.0,0.0

 Chocolate or Vanilla?,False,0.0,0.0

 Chocolate! Bahah!,False,0.0,0.0

 definitely true! :D i've been learnin it for 5 years cuz i've frensh origins haha ;),False,0.471875,0.7375

 Ahhh!!;) wow 5yrs! man  its a gorgeous language! I love it!! this is my first year learnin it! haha NEWBIE!,False,0.4322916666666667,0.688888888888889

 Did u watch bieber on oprah?,False,0.0,0.0

 Well sortaa! I just got 2 wtch thee Charice part! Shes awesome <3 hbu?!,False,1.0,1.0

 Do you believe in life after death?,False,0.0,0.0

 Yes of course i do... Its called Eternity with God in heaven!<3,False,0.0,0.0

 Do you believe in luck?,False,0.0,0.0

 Yes  bhut I think luck is blessing from God actually! in my opinioN!,False,0.0,0.1

 Do you believe there's intelligent life on other planets?,False,0.3375,0.6375

 If God created them then hellz yes!,False,0.0,0.0

 Do you consider yourself a good dancer?,False,0.7,0.6000000000000001

 Hahaha Bitch i bring it lmao! Kinda i think lmao! I hve some black in me so yes haha,False,0.3466666666666666,0.6266666666666666

 do you have a bf??,False,0.0,0.0

 Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,False,0.0,0.84375

 Do you have any favorite YouTube star?,False,0.5,1.0

 I have 2 actually! Justin Bieber (ofcourse) && Scipio Mondai!,False,0.0,0.1

 do you have any memories you'd like to forget?,False,0.0,0.0

 Actually i do!!! Just my whole experience with this fake a$$ friend!!</3,False,-0.09999999999999999,0.5

 Do you have any piercings?,False,0.0,0.0

 Yuppers! Nose and Cartilage piercings(;,False,0.0,0.0

 Do you have any scars on your body?  If so  how'd you get them?,False,0.0,0.0

 Hahaha. Strange!:S,False,0.2,0.4

 do you like atlanta  GA ?,False,0.0,0.0

 yes i love ATL!! great place 2 live  wish i lived there! ;D,False,0.5004261363636364,0.7125

 do you think that a size 10 is fat? i'm trying to be a size 5 by the end of the year.,False,0.0,0.0

 Omg NO WAY!!! 10 is actually small!!! Don't change thee way you look 4 ANYONE!!! bhut yourslf. Kay?!,False,-1.0,0.4

 do you think you're a good friend?,False,0.7,0.6000000000000001

 Fuck yes i think i am! haha,False,-0.15,0.44999999999999996

 do you watch american idol? if so  who are you voting for this season?,False,0.0,0.0

 Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .,False,0.0546875,0.625

 Do yuh have any stalkers?,False,0.0,0.0

 Hell yes! Lots of them and thats including yuh!<3,False,0.0,0.0

 don't listen to the haters  you are pretty!,False,0.3125,1.0

 :D thank you gurl/boy ? I really appreciate it!<33,False,0.6,0.6

 Favorite store?,False,0.5,1.0

 ATM Rue 21;D Or Forever21 <3,False,1.0,1.0

 Fuck Justin bieber. He's a fucking fag,False,-0.5,0.7

 UM excuse yuh? HE IS NOT!! Ur a fuckin idiot! Kay? good,True,-0.1260416666666667,0.4833333333333334

 growl;],False,0.25,1.0

 Meowl?;D If thts a word haha<3,False,0.0,0.0

 guesss who ;),False,0.25,1.0

 Idk hoe get cha own cup of blackberry with a hint of lemon ice tea. Dayumm! hahah JK Brooke?,False,0.75,1.0

 -Haa you guessedd righhtttt:Dr its Maryyyy(: ahhh ilovee this picture!!!!!!!!!! mayb becuase youhr in it babe<3,False,0.0,0.0

 Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!,False,0.75390625,0.6399999999999999

" haaa its all qud  sorry abouht the ""hoe"" thinq  iwas mad lol",False,-0.10833333333333332,0.9

 lmfao! haha! Nahh its my badd;),False,0.25,0.65

 haha ;)so.. have u ever been to france?,False,0.225,0.65

